SalesID,OrderDate,CustomerID,ProductID,RegionID,QuantitySold,SalesAmount,Profit
3211,07-May-16,1259,476,574,10,4449.5,453.02
3216,11-Jan-20,4040,4230,931,10,827.2,838.86
3269,20-Aug-23,2244,215,3295,10,4177.8,973.31
3272,04-Oct-18,3500,165,2569,10,2622.4,798.6
3315,20-Feb-15,3424,1536,1790,10,5447.2,787.02
3344,16-Mar-19,3686,2514,2342,10,519.2,110.06
3412,16-Nov-16,4642,375,1802,10,2748.9,782.65
3425,21-May-17,571,3300,2067,10,3680.6,117.67
3426,21-Nov-22,4139,4218,2362,10,3823.6,715.7
3458,16-Oct-24,3196,2158,972,10,4089.8,55.44
3469,10-Oct-23,2977,1402,1952,10,4499,59.77
3471,02-May-21,4939,4203,717,10,3106.4,330.66
3489,06-Jul-23,10,2413,3701,10,3001.9,285.68
3506,03-Aug-15,1552,2081,2519,10,3260.4,467.81
3509,02-Sep-17,1865,2536,84,10,4375.8,104.15
3517,05-Aug-20,2363,3248,699,10,1070.3,116.31
3518,10-Feb-19,3150,4052,497,10,3298.9,425.17
3536,10-May-20,1991,4195,4971,10,4160.2,464.11
3584,11-Mar-19,1298,3104,4421,10,3366,353.2
3603,26-Oct-23,4145,4935,3455,10,4857.6,805.53
3606,12-Sep-22,4332,255,36,10,2433.2,359.25
3612,03-Mar-15,2921,377,3714,10,1552.1,1139.49
3615,10-Apr-23,4202,4106,1597,10,5440.6,393.36
3621,07-Sep-16,4729,1972,5000,10,1717.1,489.72
3643,17-Jun-17,403,1175,3401,10,1529,111.97
3649,21-Oct-21,3409,3397,3316,10,2219.8,434.72
3684,20-Jul-16,1112,4024,1263,10,4911.5,512.31
3695,05-Jun-22,3105,2411,310,10,3143.8,409.2
3699,16-Nov-21,1982,443,2669,10,4280.1,930.47
3713,15-Mar-18,828,1794,667,10,2713.7,85.47
3736,19-Jul-20,160,1294,1561,10,3036,51.81
3750,05-Jun-21,3337,4847,1309,10,1760,123.51
3757,29-Mar-23,2735,546,4970,10,5490.1,295.68
3795,26-Apr-18,3435,2221,2337,10,1673.1,1065.27
3878,08-Jan-24,2996,4582,2106,10,3817,181.02
3880,02-Jun-21,2981,1972,1498,10,3632.2,423.78
3899,10-Apr-21,2822,3007,3503,10,763.4,289
3950,27-Apr-18,260,4653,4745,10,3089.9,865.26
3951,03-Aug-16,1020,381,238,10,4833.4,578.89
3973,24-Jun-16,1580,3913,174,10,3774.1,445.34
3985,08-Feb-17,1590,14,4327,10,2945.8,738.34
3997,02-Jan-15,1533,3905,1050,10,1499.3,449.52
4007,31-Oct-22,2528,2553,2436,10,2396.9,108.54
4018,12-Aug-19,1043,1739,855,10,2288,313.24
4021,24-Nov-20,3654,968,4777,10,4599.1,901.63
4025,13-Mar-16,1075,4893,1188,10,3033.8,179.28
4058,30-Oct-18,2215,658,3978,10,2515.7,139.61
4063,30-Jun-21,1399,1577,1217,10,422.4,147.31
4065,26-Nov-15,2976,2446,3538,10,233.2,210.98
4101,26-Jul-20,3023,829,4125,10,520.3,493.87
4126,30-Dec-22,1000,2426,507,10,987.8,425.04
4153,28-Sep-18,3940,1852,1039,10,1338.7,142.54
4166,13-Sep-16,4165,3146,653,10,5558.3,45.21
4226,24-Feb-23,3833,4508,2780,10,1535.6,71.15
4238,14-Sep-18,4705,1328,3566,10,2110.9,462.4
4281,19-Aug-15,3089,3565,603,10,2530,1202.12
4303,08-May-17,4101,4865,2766,10,596.2,362.45
4311,28-Feb-15,3273,4520,2302,10,2607,1161.88
4313,27-Sep-18,4217,1707,1678,10,2475,54.65
4317,29-Jun-24,4697,2888,2519,10,1395.9,874.72
4349,28-Feb-22,3206,2115,459,10,5464.8,981.67
4350,10-Sep-16,2450,2647,4027,10,2258.3,855.8
4351,17-Jun-21,937,4064,1040,10,3848.9,34.89
4354,22-Jan-22,2598,3773,2550,10,4100.8,191.91
4382,09-Feb-21,1860,3958,2662,10,1752.3,594.1
4389,28-Feb-21,3971,4742,3093,10,1376.1,801.3
4394,24-Apr-19,4281,4592,4317,10,1899.7,114.95
4402,30-Nov-17,1861,2332,752,10,1761.1,634.59
4403,15-Feb-23,608,4031,194,10,4086.5,569.65
4407,31-Mar-22,4611,4005,4941,10,1861.2,1619.24
4409,13-Jun-21,2736,152,4865,10,2446.4,208.21
4415,01-Apr-21,3150,123,3399,10,1095.6,229.94
4434,27-Sep-16,940,2774,215,10,845.9,796.55
4448,31-May-23,3119,293,2625,10,1179.2,587.24
4455,08-Aug-24,2662,1941,161,10,1034,300.3
4521,12-Dec-24,1259,2423,1316,10,592.9,394.06
4530,23-Feb-17,3378,3282,4050,10,1900.8,289.48
4540,23-Jun-24,327,1446,668,10,4771.8,635.25
4575,16-Dec-19,1322,1781,383,10,3929.2,328.42
4576,17-Sep-20,4052,4680,2427,10,1221,382.67
4580,05-Jul-18,1712,2489,3990,10,4945.6,86.32
4616,26-May-20,3645,1892,4830,10,1892,503.58
4624,14-Oct-15,3570,2108,4497,10,2348.5,213.58
4663,31-Aug-22,392,4736,3118,10,2129.6,626.03
4676,29-Dec-16,3209,2711,3861,10,1863.4,155.12
4683,07-Aug-24,3481,3918,4639,10,1604.9,488.13
4712,08-Oct-17,1260,804,2351,10,4556.2,835.45
4737,13-Mar-18,792,1384,126,10,2153.8,134.97
4744,06-Jun-21,2558,2487,2964,10,2091.1,1048.74
4746,07-Jul-15,4608,1542,627,10,4165.7,524.9
4812,18-Aug-19,271,2858,2953,10,4268,653.49
4839,20-Mar-16,635,4634,2064,10,1071.4,1218.45
4858,09-Jul-19,2081,2579,562,10,4715.7,480.13
4861,14-Mar-16,3030,130,3487,10,797.5,81.05
4863,23-Aug-24,1781,1281,2451,10,436.7,52.25
4864,03-May-15,4899,2097,2397,10,2446.4,299.23
4865,01-Jan-16,3698,1949,929,10,3478.2,1005.68
4914,22-May-17,2564,1487,476,10,1775.4,330.88
4938,25-Jan-19,1988,3304,1301,10,2887.5,387.53
5000,21-Jul-16,467,2576,4366,10,4515.5,656.03
4,24-Feb-18,2002,241,169,11,2035,161.21
8,20-Jul-17,657,2287,2601,11,3661.9,1178.43
11,29-Sep-22,1939,1758,695,11,5307.5,135.74
14,29-Feb-16,4420,3445,364,11,4723.4,522.06
20,04-Jan-24,2986,346,100,11,2240.7,554.55
43,16-Feb-17,4205,4456,744,11,1378.3,587.73
46,22-Jun-15,1520,4425,2225,11,267.3,635.35
63,27-Jul-18,191,1435,2322,11,5124.9,553.01
69,03-Sep-22,2388,1214,4869,11,3669.6,609.36
72,16-Feb-20,1765,4570,1471,11,5518.7,1040.42
78,12-Mar-15,3282,740,3076,11,5397.7,698.98
83,26-May-20,3074,656,436,11,3026.1,928.93
93,31-Oct-15,4211,4838,1196,11,3467.2,697.49
138,05-Nov-17,2792,4225,646,11,2647.7,744.48
145,10-Mar-18,3853,4670,1940,11,4521,878.67
158,11-Mar-16,149,810,792,11,2179.1,143.75
181,29-Sep-20,4566,863,2824,11,348.7,370.66
206,11-Jul-16,1464,4340,2138,11,609.4,1219.06
224,06-Jul-20,1407,2052,3966,11,2191.2,315.03
287,03-Jun-16,3971,2499,581,11,2916.1,597.63
292,30-Oct-17,4429,4324,835,11,1984.4,660.13
318,08-Feb-22,3883,2834,199,11,3525.5,23.5
341,27-Mar-24,2093,333,923,11,3119.6,769.43
346,04-Mar-19,188,4942,4420,11,1427.8,83.82
357,04-Aug-22,727,3321,4871,11,3007.4,89.94
361,21-Oct-24,3596,1593,4391,11,149.6,516.98
369,29-Sep-17,4255,2075,4197,11,3098.7,559.63
376,21-Aug-17,877,3102,2445,11,1865.6,599.06
444,01-Feb-19,4008,879,321,11,4472.6,924.62
492,02-Jan-15,820,1744,4274,11,654.5,851.36
500,01-May-19,3226,135,504,11,433.4,1442.2
507,27-Jan-22,4142,2439,1082,11,4532,90.88
524,25-Dec-17,1063,3692,3808,11,1496,250.4
542,28-Sep-18,751,2432,1238,11,2976.6,206.42
545,04-Mar-16,2673,3616,3656,11,2217.6,113.26
603,03-Apr-18,3882,178,1246,11,2658.7,1061.34
607,04-Aug-22,3853,4018,2393,11,5602.3,562.95
623,22-Feb-16,1167,3858,890,11,534.6,390.83
628,01-May-18,3271,69,1215,11,3617.9,511.61
648,08-May-22,281,4787,2074,11,206.8,1246.39
650,16-Nov-18,780,76,1094,11,1679.7,1114.41
694,12-Feb-24,2505,4164,3838,11,2343,249.14
709,10-Feb-24,1802,1742,1219,11,3410,409.55
713,07-Jul-22,229,2073,4684,11,2101,556.12
736,03-Sep-22,3152,4342,3699,11,829.4,439.08
761,13-Sep-22,3305,960,4003,11,852.5,115.17
815,20-Jan-16,4870,1941,906,11,336.6,131.81
830,16-Apr-16,2538,4085,2189,11,361.9,416.13
862,23-Jul-22,1697,1065,2425,11,4328.5,84.55
865,27-May-24,4592,917,2619,11,2492.6,408.47
890,28-May-21,802,1304,34,11,2984.3,330.45
917,20-Apr-23,2880,1624,1324,11,5069.9,391.25
922,15-Mar-19,4307,2463,3479,11,3422.1,458.71
932,04-Aug-17,4144,515,3700,11,1643.4,267.08
941,23-Oct-18,4081,3320,3547,11,4367,14.59
964,29-Apr-15,3461,3323,4243,11,4089.8,782.1
991,02-Dec-17,799,3930,4322,11,2377.1,267.43
1007,18-Jan-23,1877,1330,2673,11,4407.7,147.31
1043,14-Jul-21,3393,3073,4180,11,2767.6,738.97
1058,21-Aug-19,3525,3570,1763,11,973.5,196.91
1068,02-Apr-21,2240,1065,2683,11,2832.5,736.43
1118,03-Nov-15,3292,764,3459,11,5490.1,666.44
1129,03-Jul-16,4003,1792,2952,11,2455.2,155.91
1155,21-Apr-19,2120,412,3538,11,2299,26.24
1200,16-May-22,2843,1745,426,11,1575.2,374.88
1210,11-Jun-22,1489,1642,4965,11,3811.5,609.61
1212,01-Oct-24,3883,3914,4935,11,583,218.89
1230,27-Oct-24,34,1697,4861,11,3906.1,1098.02
1234,25-Apr-15,1825,2144,3886,11,4444,1266.54
1237,03-Feb-22,1068,2311,2346,11,3525.5,711.22
1242,14-Dec-21,3199,715,3349,11,2321,64.58
1310,09-Apr-24,3666,4271,3489,11,795.3,101.2
1336,10-Oct-17,1108,478,368,11,2876.5,568.28
1398,29-Jan-24,254,4788,1137,11,5134.8,89.17
1451,14-Mar-24,143,196,2717,11,3898.4,1288.1
1471,07-Jan-16,2060,4914,4316,11,478.5,146.65
1484,08-Aug-17,3712,296,2144,11,4988.5,426.98
1494,07-Jun-18,38,2562,2906,11,4273.5,691.55
1495,02-Jul-23,1046,593,2698,11,4752,1546.51
1498,13-Dec-15,3470,4585,108,11,2704.9,1017.46
1499,07-Dec-20,2955,2021,524,11,3885.2,69.08
1568,04-Oct-17,335,905,3143,11,3186.7,488.95
1574,01-Mar-21,2602,2457,629,11,2953.5,530.64
1577,30-Oct-19,4614,2691,368,11,2000.9,511.5
1579,23-May-16,225,1015,2201,11,2715.9,1147.81
1580,07-Apr-15,2968,2701,120,11,2783,697.27
1600,18-Mar-17,3145,3462,1601,11,3151.5,1596.28
1614,13-Jan-18,1897,4132,597,11,3987.5,344
1619,19-Nov-15,3163,8,3232,11,5008.3,490.64
1632,22-Sep-22,3667,905,1156,11,1560.9,576.59
1637,29-Mar-15,860,1123,4586,11,3073.4,369.07
1638,23-Dec-21,3168,618,250,11,3041.5,570.64
1648,20-Dec-24,4386,257,261,11,1228.7,241.65
1654,13-Aug-21,4456,4913,1770,11,1563.1,37.27
1674,23-Feb-23,429,3037,1571,11,2459.6,154
1679,29-Sep-16,4401,1285,4295,11,4862,226.71
1710,01-Jun-16,4789,1304,288,11,2026.2,111.11
1716,09-Jan-19,4438,1789,697,11,1290.3,477.4
1750,18-Apr-19,2698,767,2719,11,5577,345.09
1757,20-Mar-24,2556,3687,934,11,2250.6,819.59
1791,06-Mar-16,1580,2131,3518,11,4965.4,976.95
1810,16-Mar-23,1679,2928,2439,11,4023.8,386.93
1820,31-Mar-23,4484,3806,1421,11,3572.8,44.53
1832,19-May-17,1945,3079,4729,11,2281.4,138.85
1839,17-Jan-19,3334,2214,4746,11,3072.3,397.36
1840,22-Apr-22,2601,2837,303,11,4039.2,388.61
1843,10-Feb-17,1738,1864,3975,11,4374.7,88.86
1850,30-Oct-15,3341,2798,2329,11,275,135.95
1858,14-Feb-20,799,4124,1304,11,4393.4,68.46
1879,30-Oct-16,326,1898,413,11,1145.1,1241.24
1890,01-May-20,4373,4060,3291,11,2118.6,238.92
1891,17-Nov-22,979,2422,122,11,3259.3,105.93
1917,01-Aug-19,354,53,2782,11,3438.6,141.33
1948,11-Aug-18,807,3347,2577,11,3784,1426.89
1957,31-Mar-15,134,1222,3114,11,1901.9,492.8
1959,29-Mar-17,197,45,1779,11,222.2,119.13
1984,05-Nov-21,4012,314,417,11,2794,240.74
1989,14-May-16,4370,81,3378,11,5248.1,69.3
2010,24-Nov-23,2318,4815,3633,11,1591.7,793.32
2011,24-Jul-15,3338,2573,1780,11,4354.9,116.4
2025,20-Feb-19,2030,315,4020,11,4073.3,866.25
2046,25-Aug-22,506,4684,76,11,865.7,1212.12
2048,12-May-22,120,4687,1711,11,2175.8,1299.14
2076,30-Mar-15,4546,4205,315,11,803,488.13
2087,19-May-23,2326,2812,3267,11,2387,914.76
2093,15-Jan-18,1741,3103,886,11,363,921.29
2112,29-Nov-17,2528,3432,1153,11,2747.8,539.09
2141,07-Nov-19,1871,642,1672,11,2162.6,127.2
2158,07-Aug-18,4287,3075,3029,11,3964.4,528.07
2166,10-Jun-21,4562,4726,3492,11,4591.4,243.87
2187,29-Aug-20,38,716,665,11,1882.1,906.92
2201,20-Apr-21,1377,1544,4812,11,1852.4,473.55
2210,29-Jun-20,4527,1185,3626,11,5603.4,994.54
2232,12-Oct-18,3435,1068,2820,11,4275.7,172.26
2283,13-Oct-15,1786,3900,966,11,5113.9,357.19
2307,27-Jul-22,1368,347,4475,11,2393.6,713.66
2310,27-Jul-17,2818,3325,3099,11,3318.7,462.66
2329,09-Jun-18,142,15,582,11,3267,111.83
2330,25-Apr-19,1672,2019,1975,11,2315.5,471.64
2331,14-Aug-19,2845,1462,3943,11,2198.9,401.48
2332,07-Jan-15,4316,4614,2191,11,3658.6,358.97
2350,15-Mar-22,2910,753,2272,11,3192.2,508.82
2394,26-Jul-16,4014,45,3609,11,3796.1,130.59
2445,30-Aug-19,3170,4125,886,11,5198.6,353.1
2464,03-Nov-24,39,3835,2828,11,2852.3,61.64
2486,17-Jul-22,390,4199,542,11,172.7,560.56
2489,16-Feb-23,2717,3243,192,11,5377.9,192.72
2501,27-Aug-21,4614,1025,1666,11,575.3,446.14
2526,13-Sep-22,164,362,4658,11,4371.4,400.36
2550,03-Jul-17,242,279,813,11,3073.4,269.54
2582,04-Sep-16,1003,3618,618,11,5038,651.22
2614,11-May-21,1637,3309,4053,11,5577,1054.28
2668,07-Jan-16,2745,1633,960,11,2174.7,767.54
2719,11-Oct-17,1893,49,4424,11,4308.7,39.6
2735,18-Oct-15,3539,3195,504,11,480.7,129.49
2779,03-Jul-22,2696,1159,1436,11,294.8,887.62
2811,14-Jul-21,1840,2134,1974,11,4034.8,601.61
2845,25-Apr-24,633,1421,1213,11,4463.8,227.11
2847,24-May-18,3539,3238,3535,11,3441.9,327.23
2858,23-Jul-16,2743,1188,1052,11,1579.6,1051.71
2859,22-Dec-18,2684,2409,2981,11,1877.7,226.15
2880,19-Aug-21,2408,3937,3363,11,2751.1,1022.56
2915,12-Jul-21,3678,4552,4832,11,3819.2,726.9
2918,24-Feb-15,462,4390,552,11,3262.6,650.5
2936,27-Dec-22,2741,1113,3800,11,1381.6,1508.58
2937,02-Sep-24,215,128,3288,11,4128.3,864.93
2951,10-Feb-15,117,2982,3368,11,4371.4,77.23
2971,10-Mar-21,3660,2867,4599,11,1206.7,98.49
3024,22-Dec-19,4966,112,4051,11,1669.8,167.9
3038,02-Apr-21,2871,2909,4231,11,1499.3,511.5
3046,01-Sep-24,2535,4796,4936,11,4136,577.05
3049,04-Mar-17,464,3732,4723,11,2770.9,875.07
3091,08-Nov-18,1794,4970,4358,11,394.9,299.6
3098,14-Feb-15,1489,807,572,11,187,1165.86
3135,01-Mar-18,2213,3673,4780,11,3216.4,209.48
3171,10-May-16,2985,46,1631,11,4254.8,1438.47
3173,21-Jun-16,1382,787,3323,11,2700.5,699.57
3176,21-Sep-15,226,2947,846,11,2542.1,1051.78
3238,21-Jan-22,601,3120,2355,11,4046.9,1335.31
3281,04-Apr-18,3471,2960,4253,11,2406.8,482.27
3310,14-Aug-15,4232,3627,2999,11,3021.7,26.75
3317,26-Mar-17,1343,1624,937,11,4549.6,284.13
3321,15-Feb-20,4046,2163,4824,11,4565,1272.65
3384,31-Aug-22,3308,4985,2765,11,2730.2,196.42
3386,19-Feb-19,1127,328,1573,11,1415.7,341.97
3390,21-Jun-23,3338,4759,841,11,2385.9,348.35
3407,09-Jan-21,386,3052,3361,11,3675.1,770.44
3439,18-Apr-16,3053,2045,2790,11,5020.4,203.5
3449,22-Jul-21,3288,3794,1096,11,4838.9,53.97
