DateID,FullDate,Year,Month,Quarter
923,24-Sep-23,2023,9,Q3
928,28-Sep-15,2015,9,Q3
933,29-Sep-23,2023,9,Q3
936,27-Sep-16,2016,9,Q3
944,06-Sep-16,2016,9,Q3
950,25-Sep-18,2018,9,Q3
1008,14-Sep-22,2022,9,Q3
1010,16-Sep-19,2019,9,Q3
1021,18-Sep-22,2022,9,Q3
1038,28-Sep-22,2022,9,Q3
1048,21-Sep-18,2018,9,Q3
1068,18-Sep-19,2019,9,Q3
1083,28-Sep-17,2017,9,Q3
1090,18-Sep-20,2020,9,Q3
1099,25-Sep-24,2024,9,Q3
1106,27-Sep-16,2016,9,Q3
1120,23-Sep-16,2016,9,Q3
1131,02-Sep-18,2018,9,Q3
1132,18-Sep-15,2015,9,Q3
1147,21-Sep-19,2019,9,Q3
1165,04-Sep-16,2016,9,Q3
1169,26-Sep-20,2020,9,Q3
1170,12-Sep-19,2019,9,Q3
1175,27-Sep-22,2022,9,Q3
1177,29-Sep-18,2018,9,Q3
1181,23-Sep-16,2016,9,Q3
1191,12-Sep-23,2023,9,Q3
1211,20-Sep-21,2021,9,Q3
1219,06-Sep-23,2023,9,Q3
1228,22-Sep-24,2024,9,Q3
1236,26-Sep-24,2024,9,Q3
1241,24-Sep-15,2015,9,Q3
1243,30-Sep-20,2020,9,Q3
1263,28-Sep-20,2020,9,Q3
1269,14-Sep-16,2016,9,Q3
1273,24-Sep-20,2020,9,Q3
1274,12-Sep-18,2018,9,Q3
1275,04-Sep-17,2017,9,Q3
1282,06-Sep-17,2017,9,Q3
1284,03-Sep-18,2018,9,Q3
1295,14-Sep-16,2016,9,Q3
1307,21-Sep-22,2022,9,Q3
1321,22-Sep-24,2024,9,Q3
1323,12-Sep-18,2018,9,Q3
1332,30-Sep-21,2021,9,Q3
1335,22-Sep-15,2015,9,Q3
1340,19-Sep-19,2019,9,Q3
1344,14-Sep-24,2024,9,Q3
1345,15-Sep-19,2019,9,Q3
1397,24-Sep-16,2016,9,Q3
1402,16-Sep-19,2019,9,Q3
1406,16-Sep-19,2019,9,Q3
1409,06-Sep-15,2015,9,Q3
1478,26-Sep-23,2023,9,Q3
1495,21-Sep-20,2020,9,Q3
1497,24-Sep-20,2020,9,Q3
1499,24-Sep-18,2018,9,Q3
1530,30-Sep-22,2022,9,Q3
1542,05-Sep-18,2018,9,Q3
1548,19-Sep-20,2020,9,Q3
1549,17-Sep-19,2019,9,Q3
1558,04-Sep-16,2016,9,Q3
1559,22-Sep-20,2020,9,Q3
1580,28-Sep-21,2021,9,Q3
1582,21-Sep-22,2022,9,Q3
1594,25-Sep-24,2024,9,Q3
1633,18-Sep-15,2015,9,Q3
1654,28-Sep-24,2024,9,Q3
1656,04-Sep-20,2020,9,Q3
1665,18-Sep-20,2020,9,Q3
1671,27-Sep-21,2021,9,Q3
1676,03-Sep-16,2016,9,Q3
1696,29-Sep-16,2016,9,Q3
1698,27-Sep-24,2024,9,Q3
1703,23-Sep-21,2021,9,Q3
1715,08-Sep-17,2017,9,Q3
1717,14-Sep-19,2019,9,Q3
1723,08-Sep-18,2018,9,Q3
1724,29-Sep-24,2024,9,Q3
1726,18-Sep-21,2021,9,Q3
1750,22-Sep-19,2019,9,Q3
1751,27-Sep-22,2022,9,Q3
1758,24-Sep-22,2022,9,Q3
1764,13-Sep-23,2023,9,Q3
1769,25-Sep-19,2019,9,Q3
1770,19-Sep-24,2024,9,Q3
1779,07-Sep-22,2022,9,Q3
1780,06-Sep-21,2021,9,Q3
1803,13-Sep-22,2022,9,Q3
1810,25-Sep-20,2020,9,Q3
1820,18-Sep-17,2017,9,Q3
1824,25-Sep-24,2024,9,Q3
1835,27-Sep-19,2019,9,Q3
1837,23-Sep-18,2018,9,Q3
1848,26-Sep-20,2020,9,Q3
1853,20-Sep-16,2016,9,Q3
1882,19-Sep-22,2022,9,Q3
1897,21-Sep-17,2017,9,Q3
1921,13-Sep-20,2020,9,Q3
1924,04-Sep-20,2020,9,Q3
1975,13-Sep-22,2022,9,Q3
1978,17-Sep-19,2019,9,Q3
1985,12-Sep-18,2018,9,Q3
1987,24-Sep-22,2022,9,Q3
1990,23-Sep-24,2024,9,Q3
2018,22-Sep-15,2015,9,Q3
2026,18-Sep-22,2022,9,Q3
2039,20-Sep-19,2019,9,Q3
2047,23-Sep-21,2021,9,Q3
2049,19-Sep-18,2018,9,Q3
2053,02-Sep-23,2023,9,Q3
2058,19-Sep-24,2024,9,Q3
2059,07-Sep-22,2022,9,Q3
2066,10-Sep-23,2023,9,Q3
2073,21-Sep-24,2024,9,Q3
2078,13-Sep-15,2015,9,Q3
2085,25-Sep-22,2022,9,Q3
2086,22-Sep-23,2023,9,Q3
2094,13-Sep-17,2017,9,Q3
2103,11-Sep-22,2022,9,Q3
2149,01-Sep-17,2017,9,Q3
2156,10-Sep-22,2022,9,Q3
2165,19-Sep-17,2017,9,Q3
2192,26-Sep-15,2015,9,Q3
2208,16-Sep-24,2024,9,Q3
2219,30-Sep-20,2020,9,Q3
2220,27-Sep-22,2022,9,Q3
2237,23-Sep-21,2021,9,Q3
2251,26-Sep-16,2016,9,Q3
2260,01-Sep-18,2018,9,Q3
2273,12-Sep-17,2017,9,Q3
2275,15-Sep-19,2019,9,Q3
2303,24-Sep-19,2019,9,Q3
2304,12-Sep-15,2015,9,Q3
2322,13-Sep-22,2022,9,Q3
2342,12-Sep-15,2015,9,Q3
2343,07-Sep-15,2015,9,Q3
2348,07-Sep-17,2017,9,Q3
2362,17-Sep-17,2017,9,Q3
2368,29-Sep-17,2017,9,Q3
2375,02-Sep-16,2016,9,Q3
2387,06-Sep-21,2021,9,Q3
2394,14-Sep-20,2020,9,Q3
2464,09-Sep-16,2016,9,Q3
2494,28-Sep-19,2019,9,Q3
2515,22-Sep-23,2023,9,Q3
2523,06-Sep-21,2021,9,Q3
2531,13-Sep-21,2021,9,Q3
2533,22-Sep-15,2015,9,Q3
2546,23-Sep-23,2023,9,Q3
2553,14-Sep-20,2020,9,Q3
2571,13-Sep-20,2020,9,Q3
2617,09-Sep-23,2023,9,Q3
2641,14-Sep-21,2021,9,Q3
2644,17-Sep-20,2020,9,Q3
2649,04-Sep-15,2015,9,Q3
2654,09-Sep-23,2023,9,Q3
2657,07-Sep-15,2015,9,Q3
2667,16-Sep-18,2018,9,Q3
2668,09-Sep-23,2023,9,Q3
2680,20-Sep-15,2015,9,Q3
2710,22-Sep-16,2016,9,Q3
2719,01-Sep-24,2024,9,Q3
2722,17-Sep-16,2016,9,Q3
2742,02-Sep-20,2020,9,Q3
2753,21-Sep-21,2021,9,Q3
2766,14-Sep-18,2018,9,Q3
2770,14-Sep-20,2020,9,Q3
2776,27-Sep-23,2023,9,Q3
2778,10-Sep-17,2017,9,Q3
2798,19-Sep-15,2015,9,Q3
2824,05-Sep-22,2022,9,Q3
2835,28-Sep-20,2020,9,Q3
2849,03-Sep-20,2020,9,Q3
2859,03-Sep-16,2016,9,Q3
2899,05-Sep-21,2021,9,Q3
2946,14-Sep-15,2015,9,Q3
2953,21-Sep-22,2022,9,Q3
2976,11-Sep-19,2019,9,Q3
2989,03-Sep-20,2020,9,Q3
3000,02-Sep-23,2023,9,Q3
3013,20-Sep-24,2024,9,Q3
3020,14-Sep-22,2022,9,Q3
3021,15-Sep-18,2018,9,Q3
3043,24-Sep-17,2017,9,Q3
3044,23-Sep-20,2020,9,Q3
3046,06-Sep-23,2023,9,Q3
3057,08-Sep-15,2015,9,Q3
3069,24-Sep-17,2017,9,Q3
3080,28-Sep-15,2015,9,Q3
3083,10-Sep-21,2021,9,Q3
3098,29-Sep-21,2021,9,Q3
3111,05-Sep-18,2018,9,Q3
3160,12-Sep-21,2021,9,Q3
3175,19-Sep-19,2019,9,Q3
3188,09-Sep-22,2022,9,Q3
3191,05-Sep-20,2020,9,Q3
3192,12-Sep-22,2022,9,Q3
3195,07-Sep-22,2022,9,Q3
3200,18-Sep-16,2016,9,Q3
3208,04-Sep-17,2017,9,Q3
3210,06-Sep-15,2015,9,Q3
3226,02-Sep-16,2016,9,Q3
3229,21-Sep-24,2024,9,Q3
3256,16-Sep-17,2017,9,Q3
3269,09-Sep-21,2021,9,Q3
3278,30-Sep-16,2016,9,Q3
3280,25-Sep-20,2020,9,Q3
3283,24-Sep-15,2015,9,Q3
3284,21-Sep-16,2016,9,Q3
3299,05-Sep-16,2016,9,Q3
3310,06-Sep-21,2021,9,Q3
3316,21-Sep-15,2015,9,Q3
3332,03-Sep-19,2019,9,Q3
3356,09-Sep-23,2023,9,Q3
3365,16-Sep-18,2018,9,Q3
3414,08-Sep-17,2017,9,Q3
3431,20-Sep-24,2024,9,Q3
3450,21-Sep-23,2023,9,Q3
3458,03-Sep-23,2023,9,Q3
3471,15-Sep-15,2015,9,Q3
3488,21-Sep-24,2024,9,Q3
3503,22-Sep-16,2016,9,Q3
3517,26-Sep-19,2019,9,Q3
3525,20-Sep-19,2019,9,Q3
3532,25-Sep-15,2015,9,Q3
3546,24-Sep-18,2018,9,Q3
3547,08-Sep-17,2017,9,Q3
3550,06-Sep-20,2020,9,Q3
3570,15-Sep-19,2019,9,Q3
3571,26-Sep-24,2024,9,Q3
3574,05-Sep-18,2018,9,Q3
3623,18-Sep-16,2016,9,Q3
3628,28-Sep-15,2015,9,Q3
3630,13-Sep-22,2022,9,Q3
3634,19-Sep-23,2023,9,Q3
3635,08-Sep-15,2015,9,Q3
3651,07-Sep-16,2016,9,Q3
3661,14-Sep-16,2016,9,Q3
3674,18-Sep-24,2024,9,Q3
3698,11-Sep-23,2023,9,Q3
3704,02-Sep-22,2022,9,Q3
3718,05-Sep-22,2022,9,Q3
3720,18-Sep-17,2017,9,Q3
3727,13-Sep-24,2024,9,Q3
3739,20-Sep-21,2021,9,Q3
3740,21-Sep-22,2022,9,Q3
3757,07-Sep-16,2016,9,Q3
3782,02-Sep-15,2015,9,Q3
3786,05-Sep-19,2019,9,Q3
3792,04-Sep-18,2018,9,Q3
3794,10-Sep-20,2020,9,Q3
3811,15-Sep-20,2020,9,Q3
3816,26-Sep-17,2017,9,Q3
3828,29-Sep-19,2019,9,Q3
3832,19-Sep-16,2016,9,Q3
3856,28-Sep-16,2016,9,Q3
3864,21-Sep-21,2021,9,Q3
3874,03-Sep-22,2022,9,Q3
3886,29-Sep-19,2019,9,Q3
3904,18-Sep-17,2017,9,Q3
3917,10-Sep-18,2018,9,Q3
3918,11-Sep-23,2023,9,Q3
3923,08-Sep-15,2015,9,Q3
3933,07-Sep-16,2016,9,Q3
3964,17-Sep-19,2019,9,Q3
3969,13-Sep-15,2015,9,Q3
3981,28-Sep-17,2017,9,Q3
3982,02-Sep-19,2019,9,Q3
3984,26-Sep-20,2020,9,Q3
4000,08-Sep-15,2015,9,Q3
4002,06-Sep-24,2024,9,Q3
4026,20-Sep-16,2016,9,Q3
4040,30-Sep-18,2018,9,Q3
4041,21-Sep-22,2022,9,Q3
4045,09-Sep-19,2019,9,Q3
4048,25-Sep-19,2019,9,Q3
4052,20-Sep-20,2020,9,Q3
4070,03-Sep-23,2023,9,Q3
4073,11-Sep-16,2016,9,Q3
4077,09-Sep-16,2016,9,Q3
4095,07-Sep-22,2022,9,Q3
4101,23-Sep-17,2017,9,Q3
4106,30-Sep-20,2020,9,Q3
4110,24-Sep-16,2016,9,Q3
4155,18-Sep-18,2018,9,Q3
4163,26-Sep-22,2022,9,Q3
4168,27-Sep-18,2018,9,Q3
4181,08-Sep-19,2019,9,Q3
4190,01-Sep-18,2018,9,Q3
4197,23-Sep-23,2023,9,Q3
4222,30-Sep-16,2016,9,Q3
4227,23-Sep-22,2022,9,Q3
4233,30-Sep-15,2015,9,Q3
4249,18-Sep-18,2018,9,Q3
4264,26-Sep-20,2020,9,Q3
4291,16-Sep-20,2020,9,Q3
4300,13-Sep-23,2023,9,Q3
4301,07-Sep-20,2020,9,Q3
4303,21-Sep-19,2019,9,Q3
4308,01-Sep-15,2015,9,Q3
4336,09-Sep-16,2016,9,Q3
4340,19-Sep-24,2024,9,Q3
4349,12-Sep-23,2023,9,Q3
4350,17-Sep-16,2016,9,Q3
4352,22-Sep-24,2024,9,Q3
4359,13-Sep-19,2019,9,Q3
4377,01-Sep-19,2019,9,Q3
4378,15-Sep-19,2019,9,Q3
4408,27-Sep-22,2022,9,Q3
4419,21-Sep-18,2018,9,Q3
4438,23-Sep-15,2015,9,Q3
4456,03-Sep-23,2023,9,Q3
4468,03-Sep-18,2018,9,Q3
4477,11-Sep-17,2017,9,Q3
4513,02-Sep-22,2022,9,Q3
4519,27-Sep-18,2018,9,Q3
4522,09-Sep-18,2018,9,Q3
4542,28-Sep-17,2017,9,Q3
4546,21-Sep-18,2018,9,Q3
4566,21-Sep-17,2017,9,Q3
4570,02-Sep-24,2024,9,Q3
4575,19-Sep-23,2023,9,Q3
4595,15-Sep-19,2019,9,Q3
4601,23-Sep-23,2023,9,Q3
4622,30-Sep-20,2020,9,Q3
4646,11-Sep-23,2023,9,Q3
4647,16-Sep-19,2019,9,Q3
4650,30-Sep-20,2020,9,Q3
4658,16-Sep-16,2016,9,Q3
4662,30-Sep-16,2016,9,Q3
4663,14-Sep-15,2015,9,Q3
4678,07-Sep-21,2021,9,Q3
4683,09-Sep-17,2017,9,Q3
4693,20-Sep-23,2023,9,Q3
4696,13-Sep-23,2023,9,Q3
4705,01-Sep-19,2019,9,Q3
4713,04-Sep-17,2017,9,Q3
4738,15-Sep-20,2020,9,Q3
4755,16-Sep-23,2023,9,Q3
4758,21-Sep-21,2021,9,Q3
4769,05-Sep-21,2021,9,Q3
4773,05-Sep-20,2020,9,Q3
4784,11-Sep-23,2023,9,Q3
4791,27-Sep-22,2022,9,Q3
4801,26-Sep-17,2017,9,Q3
4803,29-Sep-21,2021,9,Q3
4817,01-Sep-23,2023,9,Q3
4823,05-Sep-15,2015,9,Q3
4829,01-Sep-18,2018,9,Q3
4861,10-Sep-19,2019,9,Q3
4867,29-Sep-18,2018,9,Q3
4873,03-Sep-15,2015,9,Q3
4885,07-Sep-19,2019,9,Q3
4894,24-Sep-21,2021,9,Q3
4926,05-Sep-19,2019,9,Q3
4939,02-Sep-19,2019,9,Q3
4950,12-Sep-22,2022,9,Q3
4962,01-Sep-18,2018,9,Q3
4973,19-Sep-24,2024,9,Q3
4995,17-Sep-24,2024,9,Q3
22,14-Jul-18,2018,7,Q3
23,20-Jul-15,2015,7,Q3
24,30-Jul-17,2017,7,Q3
43,24-Jul-20,2020,7,Q3
45,26-Jul-15,2015,7,Q3
46,26-Jul-15,2015,7,Q3
65,22-Jul-18,2018,7,Q3
74,31-Jul-24,2024,7,Q3
95,30-Jul-17,2017,7,Q3
139,05-Jul-20,2020,7,Q3
143,12-Jul-18,2018,7,Q3
169,09-Jul-16,2016,7,Q3
177,18-Jul-23,2023,7,Q3
199,21-Jul-22,2022,7,Q3
206,14-Jul-23,2023,7,Q3
215,05-Jul-16,2016,7,Q3
226,29-Jul-15,2015,7,Q3
228,18-Jul-18,2018,7,Q3
250,14-Jul-17,2017,7,Q3
257,25-Jul-15,2015,7,Q3
301,28-Jul-24,2024,7,Q3
306,14-Jul-23,2023,7,Q3
326,13-Jul-18,2018,7,Q3
332,27-Jul-17,2017,7,Q3
352,02-Jul-19,2019,7,Q3
353,27-Jul-22,2022,7,Q3
355,13-Jul-16,2016,7,Q3
361,21-Jul-18,2018,7,Q3
368,13-Jul-19,2019,7,Q3
391,10-Jul-23,2023,7,Q3
399,13-Jul-15,2015,7,Q3
400,01-Jul-23,2023,7,Q3
409,30-Jul-21,2021,7,Q3
416,05-Jul-21,2021,7,Q3
419,19-Jul-21,2021,7,Q3
431,02-Jul-17,2017,7,Q3
434,20-Jul-19,2019,7,Q3
435,06-Jul-24,2024,7,Q3
451,14-Jul-16,2016,7,Q3
460,03-Jul-21,2021,7,Q3
486,31-Jul-20,2020,7,Q3
487,23-Jul-17,2017,7,Q3
493,07-Jul-19,2019,7,Q3
499,18-Jul-20,2020,7,Q3
516,19-Jul-15,2015,7,Q3
518,21-Jul-20,2020,7,Q3
531,21-Jul-22,2022,7,Q3
534,17-Jul-20,2020,7,Q3
539,20-Jul-21,2021,7,Q3
541,17-Jul-20,2020,7,Q3
554,25-Jul-21,2021,7,Q3
558,23-Jul-24,2024,7,Q3
593,23-Jul-17,2017,7,Q3
600,27-Jul-18,2018,7,Q3
617,11-Jul-17,2017,7,Q3
618,15-Jul-22,2022,7,Q3
635,05-Jul-24,2024,7,Q3
644,29-Jul-18,2018,7,Q3
668,02-Jul-16,2016,7,Q3
680,11-Jul-24,2024,7,Q3
690,11-Jul-20,2020,7,Q3
697,21-Jul-19,2019,7,Q3
711,10-Jul-16,2016,7,Q3
712,18-Jul-15,2015,7,Q3
714,26-Jul-22,2022,7,Q3
737,06-Jul-23,2023,7,Q3
738,02-Jul-20,2020,7,Q3
762,10-Jul-19,2019,7,Q3
765,16-Jul-23,2023,7,Q3
777,28-Jul-17,2017,7,Q3
781,17-Jul-22,2022,7,Q3
783,02-Jul-22,2022,7,Q3
798,23-Jul-22,2022,7,Q3
800,19-Jul-15,2015,7,Q3
840,12-Jul-15,2015,7,Q3
851,07-Jul-21,2021,7,Q3
854,12-Jul-22,2022,7,Q3
862,28-Jul-15,2015,7,Q3
870,11-Jul-15,2015,7,Q3
887,08-Jul-21,2021,7,Q3
892,08-Jul-19,2019,7,Q3
901,15-Jul-22,2022,7,Q3
951,31-Jul-24,2024,7,Q3
958,08-Jul-22,2022,7,Q3
991,27-Jul-19,2019,7,Q3
1001,28-Jul-24,2024,7,Q3
1029,19-Jul-23,2023,7,Q3
1037,13-Jul-20,2020,7,Q3
1044,04-Jul-23,2023,7,Q3
1056,27-Jul-23,2023,7,Q3
1062,03-Jul-15,2015,7,Q3
1067,18-Jul-22,2022,7,Q3
1079,26-Jul-19,2019,7,Q3
1093,31-Jul-15,2015,7,Q3
1096,26-Jul-17,2017,7,Q3
1102,17-Jul-17,2017,7,Q3
1117,31-Jul-18,2018,7,Q3
1135,14-Jul-24,2024,7,Q3
1152,14-Jul-20,2020,7,Q3
1195,06-Jul-15,2015,7,Q3
1196,31-Jul-15,2015,7,Q3
1214,14-Jul-17,2017,7,Q3
1220,15-Jul-20,2020,7,Q3
1224,18-Jul-24,2024,7,Q3
1227,08-Jul-20,2020,7,Q3
1229,02-Jul-18,2018,7,Q3
1234,04-Jul-17,2017,7,Q3
1245,31-Jul-18,2018,7,Q3
1250,08-Jul-22,2022,7,Q3
1267,16-Jul-20,2020,7,Q3
1270,10-Jul-20,2020,7,Q3
1296,13-Jul-24,2024,7,Q3
1303,28-Jul-15,2015,7,Q3
1315,30-Jul-21,2021,7,Q3
1348,17-Jul-22,2022,7,Q3
1357,05-Jul-19,2019,7,Q3
1376,09-Jul-19,2019,7,Q3
1445,02-Jul-22,2022,7,Q3
1448,24-Jul-21,2021,7,Q3
1464,20-Jul-22,2022,7,Q3
1504,21-Jul-21,2021,7,Q3
1515,26-Jul-24,2024,7,Q3
1525,20-Jul-19,2019,7,Q3
1526,17-Jul-23,2023,7,Q3
1528,30-Jul-15,2015,7,Q3
1529,28-Jul-21,2021,7,Q3
1532,03-Jul-22,2022,7,Q3
1539,04-Jul-15,2015,7,Q3
1544,05-Jul-23,2023,7,Q3
1557,05-Jul-22,2022,7,Q3
1562,03-Jul-20,2020,7,Q3
1565,16-Jul-18,2018,7,Q3
1578,23-Jul-17,2017,7,Q3
1584,10-Jul-17,2017,7,Q3
1585,05-Jul-21,2021,7,Q3
1595,07-Jul-22,2022,7,Q3
1609,07-Jul-21,2021,7,Q3
1624,08-Jul-19,2019,7,Q3
1636,06-Jul-16,2016,7,Q3
1644,04-Jul-15,2015,7,Q3
1653,15-Jul-22,2022,7,Q3
1666,20-Jul-21,2021,7,Q3
1678,30-Jul-22,2022,7,Q3
1684,21-Jul-16,2016,7,Q3
1688,04-Jul-23,2023,7,Q3
1702,10-Jul-17,2017,7,Q3
1728,26-Jul-20,2020,7,Q3
1740,15-Jul-22,2022,7,Q3
1744,17-Jul-17,2017,7,Q3
1753,14-Jul-21,2021,7,Q3
1755,11-Jul-21,2021,7,Q3
1756,14-Jul-16,2016,7,Q3
1775,17-Jul-18,2018,7,Q3
1781,31-Jul-18,2018,7,Q3
1784,04-Jul-17,2017,7,Q3
1785,27-Jul-19,2019,7,Q3
1815,28-Jul-16,2016,7,Q3
1832,21-Jul-19,2019,7,Q3
1836,26-Jul-19,2019,7,Q3
1843,21-Jul-16,2016,7,Q3
1846,30-Jul-17,2017,7,Q3
1850,01-Jul-22,2022,7,Q3
1856,21-Jul-17,2017,7,Q3
1857,06-Jul-18,2018,7,Q3
1864,02-Jul-20,2020,7,Q3
1871,26-Jul-17,2017,7,Q3
1879,24-Jul-16,2016,7,Q3
1881,24-Jul-21,2021,7,Q3
1905,24-Jul-24,2024,7,Q3
1946,06-Jul-23,2023,7,Q3
1956,24-Jul-19,2019,7,Q3
1970,08-Jul-19,2019,7,Q3
1986,11-Jul-16,2016,7,Q3
1991,30-Jul-24,2024,7,Q3
2032,26-Jul-22,2022,7,Q3
2033,11-Jul-23,2023,7,Q3
2046,21-Jul-23,2023,7,Q3
2054,01-Jul-18,2018,7,Q3
2062,10-Jul-22,2022,7,Q3
2068,30-Jul-17,2017,7,Q3
2070,21-Jul-16,2016,7,Q3
2074,19-Jul-21,2021,7,Q3
2077,09-Jul-15,2015,7,Q3
2099,21-Jul-22,2022,7,Q3
2109,23-Jul-21,2021,7,Q3
2114,08-Jul-15,2015,7,Q3
2116,31-Jul-17,2017,7,Q3
2118,08-Jul-18,2018,7,Q3
2126,07-Jul-20,2020,7,Q3
2168,13-Jul-21,2021,7,Q3
2197,02-Jul-22,2022,7,Q3
2232,27-Jul-18,2018,7,Q3
2235,18-Jul-21,2021,7,Q3
2241,17-Jul-22,2022,7,Q3
2245,20-Jul-19,2019,7,Q3
2249,12-Jul-23,2023,7,Q3
2256,29-Jul-22,2022,7,Q3
2263,09-Jul-23,2023,7,Q3
2267,06-Jul-23,2023,7,Q3
2271,11-Jul-21,2021,7,Q3
2272,20-Jul-16,2016,7,Q3
2287,02-Jul-22,2022,7,Q3
2290,20-Jul-15,2015,7,Q3
2295,18-Jul-17,2017,7,Q3
2314,10-Jul-24,2024,7,Q3
2338,12-Jul-19,2019,7,Q3
2341,01-Jul-24,2024,7,Q3
2357,29-Jul-15,2015,7,Q3
2403,28-Jul-15,2015,7,Q3
2404,02-Jul-22,2022,7,Q3
2412,01-Jul-22,2022,7,Q3
2425,18-Jul-20,2020,7,Q3
2448,29-Jul-15,2015,7,Q3
2496,09-Jul-21,2021,7,Q3
2532,28-Jul-22,2022,7,Q3
2540,29-Jul-23,2023,7,Q3
2544,15-Jul-15,2015,7,Q3
2558,21-Jul-19,2019,7,Q3
2559,29-Jul-23,2023,7,Q3
2562,06-Jul-20,2020,7,Q3
2573,18-Jul-17,2017,7,Q3
2583,11-Jul-18,2018,7,Q3
2588,28-Jul-15,2015,7,Q3
2596,07-Jul-21,2021,7,Q3
2599,29-Jul-19,2019,7,Q3
2603,05-Jul-24,2024,7,Q3
2666,25-Jul-18,2018,7,Q3
2669,17-Jul-15,2015,7,Q3
2689,24-Jul-16,2016,7,Q3
2697,10-Jul-22,2022,7,Q3
2709,18-Jul-22,2022,7,Q3
2716,17-Jul-23,2023,7,Q3
2759,16-Jul-23,2023,7,Q3
2761,14-Jul-22,2022,7,Q3
2780,04-Jul-16,2016,7,Q3
2789,14-Jul-23,2023,7,Q3
2801,05-Jul-16,2016,7,Q3
2808,05-Jul-18,2018,7,Q3
2812,24-Jul-17,2017,7,Q3
2813,07-Jul-18,2018,7,Q3
2833,15-Jul-16,2016,7,Q3
2848,11-Jul-16,2016,7,Q3
2856,14-Jul-23,2023,7,Q3
2861,31-Jul-21,2021,7,Q3
2878,28-Jul-15,2015,7,Q3
2885,10-Jul-19,2019,7,Q3
2887,22-Jul-22,2022,7,Q3
2892,23-Jul-15,2015,7,Q3
2919,06-Jul-21,2021,7,Q3
2923,16-Jul-21,2021,7,Q3
2925,29-Jul-23,2023,7,Q3
2938,23-Jul-18,2018,7,Q3
2942,14-Jul-17,2017,7,Q3
2969,31-Jul-16,2016,7,Q3
2971,12-Jul-16,2016,7,Q3
2979,19-Jul-21,2021,7,Q3
2988,20-Jul-23,2023,7,Q3
2994,16-Jul-17,2017,7,Q3
3004,01-Jul-20,2020,7,Q3
3011,08-Jul-20,2020,7,Q3
3014,22-Jul-19,2019,7,Q3
3024,23-Jul-23,2023,7,Q3
3056,27-Jul-22,2022,7,Q3
3068,11-Jul-22,2022,7,Q3
3084,14-Jul-15,2015,7,Q3
